Name,Brand,Description,Notes,Image URL,Wood,Fire,Earth,Metal,Water,Gender,Top,Middle,Base,Female_Score,Male_Score,key,matched_keywords,all_text
Royal Mayfair Eau de Parfum,Creed," The House of Creed releases Royal Mayfair, a vaulted scent bespoke for the Duke of Windsor. Royal Mayfair debuts nearly 80 years after its original commission as one of the brand's most coveted accords. Known as London's most posh neighborhood, Mayfair thrives as one of the globe's most desirable fashion hubs, toting high-end labels that attract the super-stylish and elite. Originally launched to the public as Windsor in 2009, it was reissued in 2010 and 2011 in limited quantities. Renamed Royal Mayfair, fashionable and daring, it celebrates all men of style and London's premier fashion destination. The Mayfair district is home to our London-based Creed boutique."," British gin, Jamaican lime, Scottish Highland pine, Duke of Windsor roses, Bahamian orange, Canadian cedar, Austrian eucalyptus",https://static.luckyscent.com/images/products/49367.jpg?width=400&404=product.png,0.4255,0.3617,0.0,0.2128,0.0,unknown,,,,0.5,0.5,creed|royal mayfair eau de parfum|unknown,,"royal mayfair eau de parfum creed  british gin, jamaican lime, scottish highland pine, duke of windsor roses, bahamian orange, canadian cedar, austrian eucalyptus "
Aventus Eau de Parfum,Creed," The exceptional Aventus was inspired by the dramatic life of a historic emperor, celebrating strength, power and success. Introduced in 2010 and crafted by the deft hand of Sixth Generation Master Perfumer Olivier Creed in collaboration with his son Erwin, this scent has grown to become the best-selling fragrance in the history of the brand. Olivier created its iconic name derived from A (""from"") ventus (""the wind""), illustrating the Aventus man as destined to live a driven life, ever galloping with the wind at his back toward success. Aventus is a sophisticated blend for individuals who savor a life well-lived. What We Think A phenomenon in its own right, Aventus is a fragrance that is groundbreaking in its use of bright apple and pineapple notes."," Bergamot, blackcurrant leaves, apple, pineapple, pinkberries, birch, patchouli, jasmine, musk, oakmoss, ambergris, vanilla",https://static.luckyscent.com/images/products/49365.jpg?width=400&404=product.png,0.2564,0.2308,0.5128,0.0,0.0,unknown,,,,0.67,0.33,creed|aventus eau de parfum|unknown,,"aventus eau de parfum creed  bergamot, blackcurrant leaves, apple, pineapple, pinkberries, birch, patchouli, jasmine, musk, oakmoss, ambergris, vanilla "
Virgin Island Water Eau de Parfum ...,Creed," Imagine a life aquatic, a sailing adventure in a bottle. Virgin Island Water captures the tropical splendor carried in the trade winds through Sir Francis Drake Channel in the Caribbean. Simultaneously fresh and warm, this uplifting scent radiates Jamaican lime and coconut, complimenting men and women in warmer months and climes, or carrying an enticing bit of paradise with its wearer all year round."," Sicilian white bergamot, Jamaican lime, Sicilian mandarin, hibiscus, ylang ylang, Indian jasmine, Tonkin musk, tropical wood",https://static.luckyscent.com/images/products/49325.jpg?width=400&404=product.png,0.0,0.5429,0.1429,0.0857,0.2286,unknown,,,,0.5,0.5,creed|virgin island water eau de parfum|unknown,,"virgin island water eau de parfum ... creed  sicilian white bergamot, jamaican lime, sicilian mandarin, hibiscus, ylang ylang, indian jasmine, tonkin musk, tropical wood "
Silver Mountain Water Eau de Parfum ...,Creed," The adventurous Silver Mountain Water evokes sparkling streams coursing through the snowcapped Swiss Alps, a bracing landscape in which Olivier Creed, a championship skier, finds relaxation and renewal. A bestseller since its launch, this modern scent captures the purity of the mountains-soft, milky-sweet blackcurrants mixed with green tea, the richness of bergamot, and sandalwood. Its opaque white bottle hints at icy snow banks topped with a glistening cap like a glacial silver stream."," Bergamot, mandarin, neroli, green tea, blackcurrant bud, sandalwood, musk",https://static.luckyscent.com/images/products/49319.jpg?width=400&404=product.png,0.3333,0.3333,0.3333,0.0,0.0,unknown,,,,0.5,0.5,creed|silver mountain water eau de parfum|unknown,,"silver mountain water eau de parfum ... creed  bergamot, mandarin, neroli, green tea, blackcurrant bud, sandalwood, musk "
Love in White Eau de Parfum ...,Creed," An ode to Creed's sophisticated craftsmanship and passion for the world's finest ingredients, Love In White combines hand-selected essences from five continents, a fragrant statement of global unity and peace. The scent is pure freedom뵒a floral-fresh blend grounded by Florentine iris, French daffodils, and subdued, powdery Tonkin rice. Love In White was honored on its launch day by a tribute뵒New York City's Empire State Building illuminated by pure white lights."," Orange zest from Italy, Florentine iris, daffodils from France, magnolia, Bulgarian rose, Tonkin rice, vanilla, ambergris, Mysore sandalwood",https://static.luckyscent.com/images/products/49312.jpg?width=400&404=product.png,0.0909,0.2727,0.4318,0.1364,0.0682,unknown,,,,0.67,0.33,creed|love in white eau de parfum|unknown,,"love in white eau de parfum ... creed  orange zest from italy, florentine iris, daffodils from france, magnolia, bulgarian rose, tonkin rice, vanilla, ambergris, mysore sandalwood "
Millesime Imperial Eau de Parfum ...,Creed," The gold standard in fragrance, this refreshing and invigorating scent evokes the citrus groves and lush seaside palace. As versatile as it is opulent, Millesime Imperial is worn by both men and women who appreciate its salty-sweet mix of sun-kissed citrus and rich musk. Fit for royalty, this sophisticated scent is famed for its signature golden look and befits any occasion, from the corner office to the corner suite."," Crisp fruit, sea salt, lemon, bergamot, mandarin, iris, musk, woody notes, marine notes",https://static.luckyscent.com/images/products/49309.jpg?width=400&404=product.png,0.0597,0.2985,0.209,0.0896,0.3433,unknown,,,,0.5,0.5,creed|millesime imperial eau de parfum|unknown,,"millesime imperial eau de parfum ... creed  crisp fruit, sea salt, lemon, bergamot, mandarin, iris, musk, woody notes, marine notes "
Himalaya Eau de Parfum ...,Creed," Fusing the power of man and nature, Himalaya was created to commemorate Master Perfumer Olivier Creed's daring climb in the beautiful but treacherous Himalayan Mountains. A seductive scent of citrus mixes with warmer notes of sandalwood and cedarwood to recreate the snowcapped Tibetan landscape. Presented in an attractive metallic bottle, co-designed with Erwin Creed, this fragrance is the embodiment of pure confidence and rugged masculinity, resembling a climber's canteen and the silvery look of alpine ice."," Bergamot, grapefruit, lemon, mandarin, pinkberries, nutmeg, cedarwood, sandalwood, vetiver, pepper, ambergris, musk, tonka bean",https://static.luckyscent.com/images/products/49308.jpg?width=400&404=product.png,0.2603,0.411,0.2603,0.0685,0.0,unknown,,,,0.2,0.8,creed|himalaya eau de parfum|unknown,,"himalaya eau de parfum ... creed  bergamot, grapefruit, lemon, mandarin, pinkberries, nutmeg, cedarwood, sandalwood, vetiver, pepper, ambergris, musk, tonka bean "
Green Irish Tweed Eau de Parfum ...,Creed," A classic, as the old adage tells us, never goes out of style. Like a perfectly tailored suit, Green Irish Tweed has been and continues to be worn by confident men at the peak of their field. The fragrance elegantly combines woody freshness and pure masculinity, equally suited to a stroll through the Irish countryside and a strut down the red carpet. One of Creed's best-selling scents, to wear it is to be unforgettable."," Lemon, verbena from India, peppermint, violet leaves, Florentine iris, sandalwood, ambergris",https://static.luckyscent.com/images/products/49306.jpg?width=400&404=product.png,0.2453,0.2453,0.2453,0.2075,0.0566,unknown,,,,0.0,1.0,creed|green irish tweed eau de parfum|unknown,,"green irish tweed eau de parfum ... creed  lemon, verbena from india, peppermint, violet leaves, florentine iris, sandalwood, ambergris "
Acqua Fiorentina Eau de Parfum ...,Creed," The setting for this scent is 15th century Florence, Italy. An artful portrait of the countryside, its orchards brimming lightly with sweet plums, bergamot, and lemony blooms. A lively touch of apple marks sixty vibrant years of Queen Elizabeth's reign, along with beautiful Renaissance roses, greengage plums, Virginia cedar, and white carnation. This long-awaited fruity-floral encore offers a fresh, youthful scent that will delight for any occasion."," Greengage plum, apple, rose, white carnations, bergamot, lemon, Virginia cedar, sandalwood, white grapefruit",https://static.luckyscent.com/images/products/49300.jpg?width=400&404=product.png,0.25,0.4821,0.1607,0.0536,0.0536,unknown,,,,0.8,0.2,creed|acqua fiorentina eau de parfum|unknown,,"acqua fiorentina eau de parfum ... creed  greengage plum, apple, rose, white carnations, bergamot, lemon, virginia cedar, sandalwood, white grapefruit "
Standard Eau de Toilette,Comme des Garcons x Artek," After Monocle, Stephen Jones and Daphne Guinness, Comme des Gar챌ons partners up with the cult Finnish design company Artek, founded by Alvar Aalto, to launch a fragrance with a distinctly Boreal flavor. Comme des Gar챌ons' trademark밶nti-perfume뵝 notes ?in this case, a hint of metallic tang bolstering the lemon-ginger opening ?blended with two seldom-used materials gathered in the Great North: Finnish Labrador Tea (also known as Indian Tea), extracted from a fir-smelling evergreen shrub, and twinflower, an almond-tinged blossom from the honeysuckle family. The overall effect, however, is unmistakably Comme des Gar챌ons: a medicinal-woody scent, vibrant with the combustible, pencil-shaving fumes of cedar and a cold, almost incense-like effect. Highly diffusive, totally distinctive and as elegantly pared-down as Alvar Aalto's iconic Mid-century Modern designs. You can't get edgier than that."," Finnish Labrador Tea, Twinflower (Linnea Borealis), fennel, ginger, lemon, musk, saffron, cedarwood",https://static.luckyscent.com/images/products/49000.jpg?width=400&404=product.png,0.3585,0.1887,0.3585,0.0943,0.0,unknown,,,,0.0,1.0,comme des garcons x artek|standard eau de toilette|unknown,,"standard eau de toilette comme des garcons x artek  finnish labrador tea, twinflower (linnea borealis), fennel, ginger, lemon, musk, saffron, cedarwood "
Lavish Parfum,Boadicea the Victorious," A clean and fresh stunner with the typical sense of excitement and attitude that one has come to expect from Boadicea the Victorious. Uplifting and buoyant from the beginning. Bergamot dashed with lemon gives a sense of hope and expectation. The heart is bright and optimistic, orange flower meeting with decadent rose, peppered delightfully with nutmeg. The base is warm, yet soft, and full of rapturous joy."," Bergamot, lemon, orange flower, rose, pepper, nutmeg, sandalwood, cedar, patchouli, gaiac, vetiver, moss, amber",https://static.luckyscent.com/images/products/48535.jpg?width=400&404=product.png,0.2815,0.3481,0.2074,0.1185,0.0444,unknown,,,,0.2,0.8,boadicea the victorious|lavish parfum|unknown,,"lavish parfum boadicea the victorious  bergamot, lemon, orange flower, rose, pepper, nutmeg, sandalwood, cedar, patchouli, gaiac, vetiver, moss, amber "
Blue Sapphire Eau de Parfum,Boadicea the Victorious," Inspired by the 65th wedding anniversary of Queen Elizabeth II and Prince Philip, as well as the enduring legacy of Britain's ancient Queen Boadicea, Blue Sapphire is a stunningly beautiful symbol of elegance and royalty. Beneath a gorgeous royal blue glass flacon embedded with a certified blue sapphire gemstone, Blue Sapphire presents an exuberant, joyous, and larger than life celebration of monarchy- meant for the kind of noble, beautiful queens that storybook princesses grow up to become. Top notes of lemon, orange and a green accord imbue the opening with an exhilarating, yet sophisticated allure that gives way to a luxurious heart of rose, cardamom, and Indian jasmine. A deep, sensuous base of oudh, patchouli and soft amber exudes majesty and elegance- like any true queen, Blue Sapphire wields her power with dignity.The mysterious beauty of the blue sapphire is said to capture the qualities of leadership, wisdom, harmony and trust that a good leader must possess. While we can't guarantee that Blue Sapphire will give you that kind of pedigree, it's impossible to wear this gem without feeling a bit more regal yourself."," Lemon, Orange, Green accord, Rose, Cardamom, Indian Jasmine, Oud, Patchouli, Amber",https://static.luckyscent.com/images/products/48529.jpg?width=400&404=product.png,0.1075,0.4624,0.3226,0.0,0.1075,unknown,,,,1.0,0.0,boadicea the victorious|blue sapphire eau de parfum|unknown,,"blue sapphire eau de parfum boadicea the victorious  lemon, orange, green accord, rose, cardamom, indian jasmine, oud, patchouli, amber "
Ardent Eau de Parfum,Boadicea the Victorious," Ardent is a captivating fragrance inspired by sweet depths of the earth and peppered with delectable floral notes. The combination of such natural rarities creates a delicate, yet rich scent reminiscent of humid seductive evenings in a far exotic land.The top notes open with theatrical anticipation and dazzle on the skin; plucky saffron mingles with coriander before being softened by creamy, elegant Turkish rose. The middle of this scent only intensif챙es our lust for luxury, as Rose Absolute and Jasmine take on a sumptuous role arresting the wearer with their heady warmth. Ardent's base gently simmers us, bring us down to earth, the subtle use of argarwood anchors the fragrance masterfully, while the benzion and amber ensure a seductive drydown.Ardent is a fragrance full of romantic drama - indulging the senses from beginning to end."," Coriander, Carrot Seed, Saffron, Turkish Rose, Rose Absolute, Hedione, Beeswax, Benzoin, Vanilla, Cistus Labdanum, Argarwood, Patchouli, Musk, Amber",https://static.luckyscent.com/images/products/48522.jpg?width=400&404=product.png,0.0,0.2857,0.7143,0.0,0.0,unknown,,,,0.71,0.29,boadicea the victorious|ardent eau de parfum|unknown,,"ardent eau de parfum boadicea the victorious  coriander, carrot seed, saffron, turkish rose, rose absolute, hedione, beeswax, benzoin, vanilla, cistus labdanum, argarwood, patchouli, musk, amber "
Nemer Eau de Parfum,Boadicea the Victorious," Determined to source a rare and precious Oud for the heart of this exclusive scent, the Boadicea perfumers discovered Tiger Oud. The Tiger Oud name derives from the variegated heart wood of a tree. When the wood is cut, as if by magic, the stripes of a tiger appear. The heart note also provided inspiration for the name of this precious scent ?Nemer being the Arabic word for Tiger. Tiger Oud is copper distilled and is beautifully fluid ?ensuring Nemers' sense of indulgent luxury and unmistakable quality.The fragrance contains some of the worlds finest ingredients, including; Saffron, Turkish Rose, Jasmine absolute and Indonesian Patchouli. Nemer is exquisitely unique, constructed using traditional fragrance oils and blended with sensibility. Its rich creamy concentration oozes with decadence and charm, lingering on the skin with a sense of innate mysticism.The Nemer bottle is a physical representation of the premium quality of the fragrance juice. The shield and bottle top have been dipped in 24 carat gold. Nemer is a  celebration of strength, nobility and beauty."," Turkish Rose, Morrocan Rose, Saffron, Tiger Oud, Patchouli, Sandalwood, Amber",https://static.luckyscent.com/images/products/48520.jpg?width=400&404=product.png,0.1127,0.2113,0.6761,0.0,0.0,unknown,,,,0.67,0.33,boadicea the victorious|nemer eau de parfum|unknown,,"nemer eau de parfum boadicea the victorious  turkish rose, morrocan rose, saffron, tiger oud, patchouli, sandalwood, amber "
Glorious Eau de Parfum,Boadicea the Victorious," Housed in Boadicea's signature falcon, is Glorious, a celebration of difference inspired by the warrior Queen and her unflinching determination to succeed. The desire was to create a non conventional fruity floral scent that would intrigue and bewitch the wearer.Glorious surprises from the beginning with a hit of glossy, juicy accords loaded with playful mischief. Raspberry, plum and peach mingle on the skin with succulent delight, while apple and pineapple bring a sense of heavenly effervescence. As the fruity tones melt away, Glorious unravels like a fine wine, smooth and utterly divine. The heart of jasmine ensures the palpable feeling of luxury, while the use of cardamom and nutmeg convey the air of nonconformity that has become synonymous with Boadicea the Victorious.The dry presents a moody, more mature sentient, emerging with warmth and charm. The amalgamation of precious woods, including, cedar wood, sandalwood and patchouli add to the mystique of the perfume. The lick of vanilla and whisper of amber demonstrates a luscious finish to an altogether intoxicating scent. Glorious demonstrates the perfect balance of refinement and innovation."," Pineapple, Plum, Fresh, Elemi, Raspberry, Peach, Apple, Cardamom, Balsam, Jasmine, Nutmeg, Rose, Musk, Cedar Wood, Amber, Guaiac Wood, Patchouli, Sandalwood, Vanilla, Mossy",https://static.luckyscent.com/images/products/48519.jpg?width=400&404=product.png,0.2568,0.3378,0.3243,0.0405,0.0405,unknown,,,,0.71,0.29,boadicea the victorious|glorious eau de parfum|unknown,,"glorious eau de parfum boadicea the victorious  pineapple, plum, fresh, elemi, raspberry, peach, apple, cardamom, balsam, jasmine, nutmeg, rose, musk, cedar wood, amber, guaiac wood, patchouli, sandalwood, vanilla, mossy "
Complex Eau de Parfum,Boadicea the Victorious," The mood is Gothic; the scene, a dungeon; the scent, an unsettling dip into olfactory taboos. This is leather at its darkest, spiked with metallic studs of violet, lashed with the aromatic essences of basil and sage. Musk straddles the boundary between the herbal and animal realms, before submitting to the whip of leather ?tarry, bitter, almost licorice-like in its somber facets. An animal aroma of Oud wood suffuses the scene with the smell of hot, yielding flesh.  Incense fumes bathe the ritual in their searing whorls. Heed the stern command of Complex and let the ceremony commence. Just don't say you haven't been warned."," Sage, basil, violet, incense, leather, musk, oud",https://static.luckyscent.com/images/products/48510.jpg?width=400&404=product.png,0.1316,0.0789,0.5263,0.1316,0.1316,unknown,,,,0.0,1.0,boadicea the victorious|complex eau de parfum|unknown,,"complex eau de parfum boadicea the victorious  sage, basil, violet, incense, leather, musk, oud "
Eau Rose Eau de Toilette,Diptyque," Eau Rose, a fresh-floral perfume that pays tribute to the queen of flowers, the rose. Forever immortalized by Ronsard's famous poem밠ignonne, allons voir si la rose...뵝, it was only a matter of time before diptyque decided to showcase the rose. To get off the beaten track and create something different, the Eau Rose has been conceived to stand out as a genuine infusion of roses. Its olfactory composition is designed to celebrate the multiple aromas of the flower in its natural state, as it blossoms over time. It's like taking an olfactory stroll, which you savor from morning to night, by wearing a rose that changes as the hours go by and melts into the scent of the person wearing it."," Bergamot, black currant, Centofilia and Damask rose, white musk, cedar",https://static.luckyscent.com/images/products/48385.jpg?width=400&404=product.png,0.1786,0.4286,0.1786,0.1071,0.1071,unknown,,,,1.0,0.0,diptyque|eau rose eau de toilette|unknown,,"eau rose eau de toilette diptyque  bergamot, black currant, centofilia and damask rose, white musk, cedar "
Eau de Minthe Eau de Parfum,Diptyque," Invented in 1882 with the release of Houbigant's Fougere Royale, the distinctively fresh, classically masculine fougere is a stalwart of fine European fragrance- and until now, there's never been an entry from the equally iconic house of Diptyque. But in case you haven't figured it out from the name, Eau de Minthe is not your (great-great-?) grandfather's fougere; rather, it's an impressively clever twist on a classic that replaces the standard lavender-geranium-oakmoss DNA of a fougere with an electric jolt of mouthwatering mint in place of the lavender. Not only does this provide a striking unisex balance to a typically masculine genre, but it builds on a molecular connection between mint and geranium that lends the floral heart of the scent a dynamic aromatic resonance. As a soft patchouli base with a touch of mossy rose lends gentle strength, Eau de Minthe takes the form of a recognizable fougere- but never so much that its delightful individuality is lost. Vibrant, fresh, and utterly unique, Eau de Minthe is a new classic fougere to stand alongside the greats."," Mint, geranium, patchouli, rose oxide",https://static.luckyscent.com/images/products/483300.jpg?width=400&404=product.png,0.303,0.2121,0.1515,0.2424,0.0909,unknown,,,,1.0,0.0,diptyque|eau de minthe eau de parfum|unknown,,"eau de minthe eau de parfum diptyque  mint, geranium, patchouli, rose oxide "
34 Boulevard Saint Germain EDP Eau de Parfum,Diptyque," 34 Boulevard Saint Germain, the home of the original Diptyque boutique, is as close to a royal address as it gets in niche fragrance. Still alive almost 60 years after first opening its doors, ""The Maison"" is both an ever-evolving palace of luxury, and also a timeless shrine to its own origins, a magical space lined in rich waxed blond wood, vintage cabinets stuffed with fragrant curios, and the soft, warm comfort of sunlight streaming through the large, welcoming windows. The scent inside is an unknowable mix of every perfume sprayed, every candle displayed, and every raw material played with- a wholly unique form of olfactive serendipity. It's this complete aura, both the body and soul of the boutique, captured in 34 Saint Germain Boulevard Eau de Parfum. Perfectly balancing the warm, nostalgic tones of vanilla, sandalwood and tonka against a robust, multifaceted pink pepper, this EDP feels both modern and timeless, comforting and sensual, fresh and warm. Like the wondrous shop to which it owes its name, 34 Saint Germain Boulevard EDP is sure to cast a spell on all who discover it."," Pink pepper, sandalwood, vanilla, tonka",https://static.luckyscent.com/images/products/483250.jpg?width=400&404=product.png,0.1176,0.2941,0.4118,0.0882,0.0882,unknown,,,,0.33,0.67,diptyque|34 boulevard saint germain edp eau de parfum|unknown,,"34 boulevard saint germain edp eau de parfum diptyque  pink pepper, sandalwood, vanilla, tonka "
Eau Rose Hair Mist Scented Hair Perfume,Diptyque," Diptyque's gorgeously natural, light, and fresh rose scent made of both Centifolia and Damascena Rose is now available in a beautiful mist specially formulated to give long-lasting, non-damaging scent to your hair. A convenient 30ml size means it can go wherever you do."," Bergamot, black currant, Centofilia and Damask rose, white musk, cedar",https://static.luckyscent.com/images/products/483209.jpg?width=400&404=product.png,0.2041,0.3469,0.2041,0.1224,0.1224,unknown,,,,1.0,0.0,diptyque|eau rose hair mist scented hair perfume|unknown,,"eau rose hair mist scented hair perfume diptyque  bergamot, black currant, centofilia and damask rose, white musk, cedar "
Oud Palao Eau de Parfum,Diptyque," As complex and gorgeous as the Zellige mosaic tiles from which it takes its inspiration, Diptyque's first foray into oud fragrance is an enchanting, exotic work of art all its own. Built around the titular Palao, a robust and renowned oud extract found only in Northern Laos, Oud Palao showcases all aspects of this wondrous ingredient- dark woods, sensual animalics, and creamy depths, all balanced against rich Bulgarian rose, and a deep, spiritual incense blend. In the smooth, rich drydown, sandalwood and vanilla add depth and longevity, while the lusciously elegant oud lingers, delivering a perfectly measured drop of smokiness alongside lightly earthy patchouli and resinous labdanum. The resultant balance is so smooth, so sumptuous, and so easy to love that we can picture it holding center stage at the most lavish of galas, or just as easily, keeping you company by a roaring fire on a moonlit night. In other words, as perfect of an oud fragrance as Oud Palao may be, it is, first and foremost, a perfect Diptyque."," Bulgarian rose, oud from Laos, Madagascar vanilla, tobacco, rum, sandalwood, labdanum, patchouli, camphor",https://static.luckyscent.com/images/products/483184.jpg?width=400&404=product.png,0.0678,0.1017,0.8305,0.0,0.0,unknown,,,,0.5,0.5,diptyque|oud palao eau de parfum|unknown,,"oud palao eau de parfum diptyque  bulgarian rose, oud from laos, madagascar vanilla, tobacco, rum, sandalwood, labdanum, patchouli, camphor "
34 Boulevard Saint Germain Eau de Toilette,Diptyque," 34 Boulevard Saint Germain is a fragrance celebrating Diptyque's 50th anniversary. 34 encapsulates the scent of its first boutique located on 34 Boulevard Saint Germain with rare and precious fragrances. The result is a fragrance that has an innovative and complex signature.Developed around a chypre backbone, the base notes of wood and balms add comfort and create addiction. It is a rich and voluptuous fragrance which is suitable for both men and women.The famous oval-shaped label is printed on the boxes and determined the shape of the eau de toilette's glass bottle. 34 Boulevard Saint Germain is engraved on the black Bakelite magnetic cap like a stamp. The concave base of the bottle evokes the rounded form of the paperweights sold at 34 Boulevard Saint Germain.The darker and woodier counterpart to Diptyque's L'eau de Trente-Quatre, 34 Boulevard Saint Germain is all about soft comforting notes and enticing spices.  The subtle cinnamon and clove notes balance the floral heart of the scent, and the creamy wood and resin notes evoke velvet curtains and dimly lit Parisian hideaways."," Blackcurrant, green leaves, fir leaf, citruses, pink pepper, cardamom, cloves and cinnamon, rose, geranium, tuberose, iris, violet, woods, resins, balsams and eucalyptus.",https://static.luckyscent.com/images/products/483156.jpg?width=400&404=product.png,0.0877,0.6842,0.0877,0.1404,0.0,unknown,,,,0.5,0.5,diptyque|34 boulevard saint germain eau de toilette|unknown,,"34 boulevard saint germain eau de toilette diptyque  blackcurrant, green leaves, fir leaf, citruses, pink pepper, cardamom, cloves and cinnamon, rose, geranium, tuberose, iris, violet, woods, resins, balsams and eucalyptus. "
Tam Dao - Eau de Parfum,Diptyque," A familiar yet reinvented interpretation, with accentuated, enhanced major notes... the Eau de Parfum expresses itself with even more personality, audacity, intensity and tenacity. Here, with Tam Dao, the star ingredient, sandalwood from Mysore, is of exceptional quality. In the EDP version, Ginger, Tahiti lime, and the coconut accord emphasize the creamy smooth facet of Mysore sandalwood, resulting in a milky, woody creamy concoction."," Lime, Coriander, ginger, sandalwood, cedarwood, musc, vanilla, amber wood",https://static.luckyscent.com/images/products/483140.jpg?width=400&404=product.png,0.3171,0.122,0.561,0.0,0.0,unknown,,,,0.5,0.5,diptyque|tam dao eau de parfum|unknown,,"tam dao - eau de parfum diptyque  lime, coriander, ginger, sandalwood, cedarwood, musc, vanilla, amber wood "
Eau Duelle - Eau de Toilette,Diptyque," Eau Duelle is a vibrant dash of cold spices - cardamom, pink peppercorn and saffron - and the intoxicating juniper essence hits new heights with fresh cypress and elemi aromatic tinges. Then the vanilla emerges triumphant against the light and dark backdrop.On the one hand, there is ethereal, epicurean and powdery Firnat vanilla, its enthralling sweetness exalted by paradisone - a Firmenich captive molecule akin to an infinitely pure hedione - and by white, sweet and enveloping musks.On the other, there is original and mysterious bourbon vanilla. It is slightly smoked and almost syrupy. Vetiver, African frankincense smoke, and animal and leathery twists from Asian cypriol purify it. A spice trail necessarily travels through places where unexpected exchanges occur.The gatecrashers here are black tea from Ceylon and the famous calamus reed, the tasty revealers that make the journey singular, memorable and priceless. Eau Duelle will delight anyone who dreams of breathing vanilla with a different tinge. It is neither languid nor docile: it is enthralling in an all-new way."," Cardamom, Asian cyprus, elemi, juniper, saffron, calamus, black tea, black African olibanum, amber, Firnat Vanilla, Bourbon Vanilla, white musk",https://static.luckyscent.com/images/products/48314.jpg?width=400&404=product.png,0.2143,0.2,0.5,0.0429,0.0429,unknown,,,,0.43,0.57,diptyque|eau duelle eau de toilette|unknown,,"eau duelle - eau de toilette diptyque  cardamom, asian cyprus, elemi, juniper, saffron, calamus, black tea, black african olibanum, amber, firnat vanilla, bourbon vanilla, white musk "
Eau Duelle - Eau de Parfum,Diptyque," A familiar yet reinvented interpretation, with accentuated, enhanced major notes... the Eau de Parfum expresses itself with even more personality, audacity, intensity and tenacity. Here, the star ingredient, Vanilla bourbon from Madagascar, is a richer, deeper interpretation of bourbon vanilla married with a vanilla pod infusion. And to top it all off, the intensity is made more powerful with incense and amber, resulting in a sensual, rounded vanilla with animalic and leather facets."," Pink peppercorn, juniper berry, cardamom, cypress, frankincense, calamus, Black ceylan tea, cistus, Bourbon vanilla, vanilla pod, vetyver, cypriol, ambroxin",https://static.luckyscent.com/images/products/483139.jpg?width=400&404=product.png,0.1942,0.4175,0.3883,0.0,0.0,unknown,,,,0.33,0.67,diptyque|eau duelle eau de parfum|unknown,,"eau duelle - eau de parfum diptyque  pink peppercorn, juniper berry, cardamom, cypress, frankincense, calamus, black ceylan tea, cistus, bourbon vanilla, vanilla pod, vetyver, cypriol, ambroxin "
Do Son - Eau de Parfum,Diptyque," Now reformulated in an Eau de Parfum, the creamy tuberose can be had in an extra concentrated form. Inspired directly from Yves Coueslant's childhood in Vietnam, where he grew up in Ha챦phong, a port in Northern Indo-China. Not far from there, in the little seaside resort of Do Son, his father had a pagoda built by the sea to go to and enjoy the sea air at the end of the day. Do Son recalls the memory of this place where flower fragrances dominate, in particular the tuberose, whose scent his mother particularly loves. In Do Son, the tuberose and Turkish rose bouquet expresses a sweet flavour freshened up with the orange blossom leaf and the rose berries. The white musk and the iris add a delicately powdered aspect to it.",,https://static.luckyscent.com/images/products/483106.jpg?width=400&404=product.png,0.0,0.2267,0.4,0.16,0.2133,unknown,,,,1.0,0.0,diptyque|do son eau de parfum|unknown,,do son - eau de parfum diptyque  
L'Ombre Dans L'Eau - Eau de Parfum,Diptyque," The amazingly evocative scent of an English rose garden redolent with black currant has now been re-formulated in an effort to accentuate the major notes.  In this enhanced iteration we find a bit more of the crisp green notes of the cut rose stems at the top which lazily recede to reveal the supple rose and currant.   You can still smell the wet earth of the riverbank and the berries weighing down the branches and the older petals which have fallen, but there's now a heightened sense of the signature notes. The melancholy has been amplified to create a new take on a cherished classic."," Black currant leaves, rose, musk",https://static.luckyscent.com/images/products/483102.jpg?width=400&404=product.png,0.3704,0.2593,0.3704,0.0,0.0,unknown,,,,1.0,0.0,diptyque|l ombre dans l eau eau de parfum|unknown,,"l'ombre dans l'eau - eau de parfum diptyque  black currant leaves, rose, musk "
L'Ombre dans l'Eau - Eau de Toilette,Diptyque," An amazingly evocative scent, this transports you to an English riverside garden with overgrown roses and a tangle of blackcurrant bushes. This is startlingly green, almost astringent, in the opening and then the roses appear ?fresh and vivid and beautiful. You can smell the wet earth of the riverbank and the berries weighing down the branches and the older petals that have fallen to the ground. The name translates as밪hadow in the Water뵝, and appropriately, there is a hint of melancholy here, a touch of the bittersweet.  However, there is also a rejuvenating freshness ?perhaps the riverside garden is where we go to recover from heartbreak. This is a truly original fragrance ?and an utterly beautiful one.", black currant leaves and Bulgarian rose,https://static.luckyscent.com/images/products/48304.jpg?width=400&404=product.png,0.2564,0.1795,0.2564,0.1538,0.1538,unknown,,,,1.0,0.0,diptyque|l ombre dans l eau eau de toilette|unknown,,l'ombre dans l'eau - eau de toilette diptyque  black currant leaves and bulgarian rose 
